//===================================================================================
// zGameServer
// ----------------------------------------------------------------------------------
// Description:	Master skill tree data
// ----------------------------------------------------------------------------------
// Revision: 	17:21 09.08.2013
//===================================================================================

// ----------------------------------------------------------------------------------
//	Class	Attr	Point	MaxUP	Arrow	Parent1	Parent2	Skill	Value
// ----------------------------------------------------------------------------------
//-> CLASS_KNIGHT
83	2	2	1	20	0	399	0	402	12.04
85	2	2	1	20	3	0	0	403	1.81
86	2	2	1	20	0	0	0	357	7.22
87	2	2	1	20	0	0	0	358	9.14
88	2	2	1	20	3	0	0	359	43.18
89	2	2	1	20	3	403	0	404	8.03
90	2	2	1	20	3	0	0	405	5.02
92	2	2	1	20	0	359	0	362	43.18
93	2	2	1	20	0	404	0	406	1.81
94	2	2	1	20	0	405	0	407	6.32
96	2	2	1	20	3	0	0	366	1.00
98	2	2	1	20	0	0	0	367	1.00
99	2	2	1	20	3	0	0	368	1.00
100	2	2	1	20	0	366	0	369	1.00
102	2	2	1	20	3	0	0	370	1.00
103	2	2	1	20	0	368	0	372	1.00
106	2	2	1	20	0	370	0	371	1.00
//-> CLASS_ELF
1	4	0	1	20	4	0	0	300	12.04
4	4	0	1	20	0	0	0	301	614.08
6	4	0	1	20	3	0	0	302	511.73
7	4	0	1	20	3	0	0	303	1.81
8	4	0	1	20	3	0	0	304	1.20
9	4	0	1	20	4	300	0	305	12.04
10	4	0	1	20	0	302	0	306	1.20
11	4	0	1	20	3	303	0	307	1.20
12	4	0	1	20	3	304	0	308	1.20
14	4	0	1	20	3	0	0	309	60.21
15	4	0	1	20	0	307	0	310	1.20
16	4	0	1	20	0	308	0	311	1.20
17	4	0	1	20	0	305	0	312	12.04
18	4	0	1	20	0	309	0	313	1.20
23	4	0	1	20	1	0	0	315	6.32
24	4	0	1	20	0	315	0	316	1.00
25	4	0	1	20	0	0	0	317	12.04
26	4	0	1	20	0	0	0	318	12.04
27	4	0	1	20	0	0	0	319	12.04
28	4	0	1	20	0	0	0	320	12.04
30	4	0	1	20	3	0	0	410	12.04
34	4	0	1	20	0	410	0	412	12.04
37	4	1	1	20	0	0	0	325	511.73
41	4	1	1	20	0	0	0	413	5.02
43	4	1	1	20	3	0	0	414	6.32
44	4	1	1	20	3	0	0	415	60.21
45	4	1	1	20	0	0	0	416	6.32
46	4	1	1	20	4	0	0	417	5.02
47	4	1	10	10	0	414	0	418	-1.00
48	4	1	1	20	0	415	0	419	60.21
49	4	1	1	20	3	0	0	420	5.02
51	4	1	1	20	0	0	0	421	5.02
52	4	1	1	20	3	0	0	334	102.34
53	4	1	1	20	0	420	0	422	5.02
54	4	1	1	20	3	417	0	423	5.02
55	4	1	1	20	0	0	0	424	5.02
56	4	1	1	20	3	334	0	338	102.34
58	4	1	10	10	0	423	0	425	-1.00
59	4	1	1	20	3	0	0	411	5.02
60	4	1	1	20	0	338	0	341	27.69
61	4	1	10	10	3	0	0	426	-1.00
63	4	1	1	20	0	411	0	431	1.02
64	4	1	1	20	3	0	0	428	60.21
65	4	1	1	20	0	426	0	429	5.02
66	4	1	10	10	3	0	0	430	-1.00
67	4	1	10	10	3	0	0	427	-1.00
68	4	1	10	10	0	428	0	432	-1.00
70	4	1	1	20	0	430	0	433	8.03
71	4	1	1	20	0	427	0	434	5.02
73	4	2	1	20	0	0	0	347	818.77
77	4	2	1	20	3	0	0	435	6.32
78	4	2	1	20	3	0	0	436	6.32
79	4	2	1	20	3	0	0	437	8.03
81	4	2	1	10	0	435	0	438	1.00
82	4	2	1	20	0	436	0	439	11.54
83	4	2	1	20	0	437	0	440	18.05
86	4	2	1	20	0	0	0	357	7.22
87	4	2	1	20	0	0	0	358	9.14
88	4	2	1	20	3	0	0	359	43.18
89	4	2	1	20	0	0	0	441	1.20
90	4	2	1	20	3	0	0	442	5.02
92	4	2	1	20	0	359	0	362	43.18
94	4	2	1	20	0	442	0	443	6.32
96	4	2	1	20	3	0	0	366	1.00
98	4	2	1	20	0	0	0	367	1.00
99	4	2	1	20	3	0	0	368	1.00
100	4	2	1	20	0	366	0	369	1.00
102	4	2	1	20	3	0	0	370	1.00
103	4	2	1	20	0	368	0	372	1.00
106	4	2	1	20	0	370	0	371	1.00
//-> CLASS_SUMMONER
1	8	0	1	20	4	0	0	300	12.04
4	8	0	1	20	0	0	0	301	614.08
6	8	0	1	20	3	0	0	302	511.73
7	8	0	1	20	3	0	0	303	1.81
8	8	0	1	20	3	0	0	304	1.20
9	8	0	1	20	4	300	0	305	12.04
10	8	0	1	20	0	302	0	306	1.20
11	8	0	1	20	3	303	0	307	1.20
12	8	0	1	20	3	304	0	308	1.20
14	8	0	1	20	3	0	0	309	60.21
15	8	0	1	20	0	307	0	310	1.20
16	8	0	1	20	0	308	0	311	1.20
17	8	0	1	20	0	305	0	312	12.04
18	8	0	1	20	0	309	0	313	1.20
23	8	0	1	20	1	0	0	315	6.32
24	8	0	1	20	0	315	0	316	1.00
25	8	0	1	20	0	0	0	317	12.04
26	8	0	1	20	0	0	0	318	12.04
27	8	0	1	20	0	0	0	319	12.04
28	8	0	1	20	0	0	0	320	12.04
30	8	0	1	20	3	0	0	446	12.04
34	8	0	1	20	0	446	0	447	12.04
37	8	1	1	20	0	0	0	325	511.73
41	8	1	1	20	3	0	0	448	6.32
42	8	1	1	20	3	0	0	449	6.32
43	8	1	1	20	3	0	0	450	6.32
45	8	1	1	20	0	448	0	451	1.81
46	8	1	1	20	0	449	0	452	1.20
47	8	1	1	20	0	450	0	453	1.81
48	8	1	1	20	0	0	0	454	1.20
49	8	1	1	20	0	0	0	455	5.02
50	8	1	1	20	0	0	0	456	5.02
52	8	1	1	20	3	0	0	334	102.34
53	8	1	1	20	0	0	0	457	5.02
55	8	1	1	20	4	0	0	458	5.02
56	8	1	1	20	3	334	0	338	102.34
58	8	1	1	20	4	0	0	460	6.32
60	8	1	1	20	0	338	0	341	27.69
61	8	1	1	20	7	0	0	459	6.32
63	8	1	1	20	0	458	0	462	12.04
66	8	1	10	10	3	459	460	461	-1.00
70	8	1	1	20	0	461	0	463	1.02
73	8	2	1	20	0	0	0	347	818.77
77	8	2	1	20	3	0	0	465	5.02
78	8	2	1	20	3	0	0	466	6.32
81	8	2	1	20	0	465	0	467	11.54
82	8	2	1	10	0	466	0	468	1.00
85	8	2	1	20	3	0	0	469	1.81
86	8	2	1	20	0	0	0	357	7.22
87	8	2	1	20	0	0	0	358	9.14
88	8	2	1	20	3	0	0	359	43.18
89	8	2	1	20	3	469	0	470	2.00
90	8	2	1	20	3	0	0	471	5.02
92	8	2	1	20	0	359	0	362	43.18
93	8	2	1	20	0	470	0	472	8.03
94	8	2	1	20	0	471	0	473	6.32
96	8	2	1	20	3	0	0	366	1.00
98	8	2	1	20	0	0	0	367	1.00
99	8	2	1	20	3	0	0	368	1.00
100	8	2	1	20	0	366	0	369	1.00
102	8	2	1	20	3	0	0	370	1.00
103	8	2	1	20	0	368	0	372	1.00
106	8	2	1	20	0	370	0	371	1.00
//-> CLASS_MAGUMSA
1	16	0	1	20	4	0	0	300	12.04
4	16	0	1	20	0	0	0	301	614.08
6	16	0	1	20	3	0	0	302	511.73
7	16	0	1	20	3	0	0	303	1.81
8	16	0	1	20	3	0	0	304	1.20
9	16	0	1	20	4	300	0	305	12.04
10	16	0	1	20	0	302	0	306	1.20
11	16	0	1	20	3	303	0	307	1.20
12	16	0	1	20	3	304	0	308	1.20
14	16	0	1	20	3	0	0	309	60.21
15	16	0	1	20	0	307	0	310	1.20
16	16	0	1	20	0	308	0	311	1.20
17	16	0	1	20	0	305	0	312	12.04
18	16	0	1	20	0	309	0	313	1.20
23	16	0	1	20	1	0	0	315	6.32
24	16	0	1	20	0	315	0	316	1.00
25	16	0	1	20	0	0	0	317	12.04
26	16	0	1	20	0	0	0	318	12.04
27	16	0	1	20	0	0	0	319	12.04
28	16	0	1	20	0	0	0	320	12.04
30	16	0	1	20	3	0	0	476	12.04
34	16	0	1	20	0	476	0	478	12.04
37	16	1	1	20	0	0	0	325	511.73
41	16	1	1	20	0	0	0	479	6.32
42	16	1	1	20	3	0	0	480	6.32
43	16	1	1	20	7	0	0	481	6.32
44	16	1	1	20	3	0	0	482	6.32
45	16	1	1	20	3	0	0	483	6.32
46	16	1	1	20	0	480	0	484	6.32
48	16	1	1	20	0	481	482	485	5.02
49	16	1	1	20	0	483	0	486	5.02
50	16	1	1	20	1	0	0	487	6.32
51	16	1	1	20	0	487	0	488	5.02
52	16	1	1	20	3	0	0	334	102.34
54	16	1	1	20	4	0	0	490	5.02
55	16	1	1	20	3	0	0	489	6.32
56	16	1	1	20	3	334	0	338	102.34
57	16	1	1	20	3	0	0	492	5.02
59	16	1	1	20	0	489	0	491	1.20
60	16	1	1	20	0	338	0	341	27.69
61	16	1	1	20	0	492	0	494	1.81
62	16	1	1	20	0	490	0	493	1.81
63	16	1	1	20	0	0	0	496	5.02
66	16	1	10	10	3	0	0	344	-1.00
67	16	1	10	10	3	0	0	495	-1.00
70	16	1	1	20	0	344	0	346	5.02
71	16	1	1	20	0	495	0	497	5.02
73	16	2	1	20	0	0	0	347	818.77
77	16	2	1	20	3	0	0	348	8.83
78	16	2	1	20	3	0	0	349	5.02
79	16	2	1	20	3	0	0	397	5.02
80	16	2	1	20	3	0	0	398	8.83
81	16	2	1	20	0	348	0	352	11.54
82	16	2	1	10	0	349	0	353	1.00
83	16	2	1	10	0	397	0	400	1.00
84	16	2	1	20	0	398	0	401	11.54
86	16	2	1	20	0	0	0	357	7.22
87	16	2	1	20	0	0	0	358	9.14
88	16	2	1	20	3	0	0	359	43.18
89	16	2	1	20	3	0	0	405	5.02
90	16	2	1	20	3	0	0	361	5.02
92	16	2	1	20	0	359	0	362	43.18
93	16	2	1	20	0	405	0	407	6.32
94	16	2	1	20	0	361	0	364	6.32
96	16	2	1	20	3	0	0	366	1.00
98	16	2	1	20	0	0	0	367	1.00
99	16	2	1	20	3	0	0	368	1.00
100	16	2	1	20	0	366	0	369	1.00
102	16	2	1	20	3	0	0	370	1.00
103	16	2	1	20	0	368	0	372	1.00
106	16	2	1	20	0	370	0	371	1.00
//-> CLASS_DARKLORD
1	32	0	1	20	4	0	0	300	12.04
4	32	0	1	20	0	0	0	301	614.08
6	32	0	1	20	3	0	0	302	511.73
7	32	0	1	20	3	0	0	303	1.81
8	32	0	1	20	3	0	0	304	1.20
9	32	0	1	20	4	300	0	305	12.04
10	32	0	1	20	0	302	0	306	1.20
11	32	0	1	20	3	303	0	307	1.20
12	32	0	1	20	3	304	0	308	1.20
14	32	0	1	20	3	0	0	309	60.21
15	32	0	1	20	0	307	0	310	1.20
16	32	0	1	20	0	308	0	311	1.20
17	32	0	1	20	0	305	0	312	12.04
18	32	0	1	20	0	309	0	313	1.20
23	32	0	1	20	1	0	0	315	6.32
24	32	0	1	20	0	315	0	316	1.00
25	32	0	1	20	0	0	0	317	12.04
26	32	0	1	20	0	0	0	318	12.04
27	32	0	1	20	0	0	0	319	12.04
28	32	0	1	20	0	0	0	320	12.04
30	32	0	1	20	3	0	0	505	12.04
31	32	0	1	20	0	0	0	506	12.04
34	32	0	1	20	0	505	0	507	12.04
37	32	1	1	20	0	0	0	325	511.73
41	32	1	1	20	4	0	0	508	6.32
42	32	1	1	20	0	0	0	509	8.83
43	32	1	1	20	3	0	0	510	12.04
46	32	1	1	20	3	0	0	511	6.32
47	32	1	1	20	3	510	0	512	5.02
48	32	1	1	20	0	0	0	513	5.02
49	32	1	1	20	0	508	0	514	1.20
50	32	1	1	20	3	511	0	515	8.03
51	32	1	1	20	0	512	0	516	1.20
52	32	1	1	20	3	0	0	334	102.34
54	32	1	1	20	4	515	0	517	1.81
55	32	1	1	20	3	0	0	518	5.02
56	32	1	1	20	3	334	0	338	102.34
57	32	1	1	20	0	0	0	519	6.32
59	32	1	1	20	0	518	0	520	11.54
60	32	1	1	20	0	338	0	341	27.69
62	32	1	1	20	0	517	0	522	1.20
63	32	1	1	20	0	0	0	523	5.02
66	32	1	10	10	3	0	0	521	-1.00
70	32	1	1	20	0	521	0	524	6.32
73	32	2	1	20	0	0	0	347	818.77
77	32	2	1	20	3	0	0	526	6.32
78	32	2	1	20	3	0	0	527	5.02
79	32	2	1	20	3	0	0	528	8.03
80	32	2	1	20	3	0	0	529	6.32
81	32	2	1	20	4	526	0	530	1.81
82	32	2	1	20	0	527	0	531	11.54
83	32	2	1	20	0	528	0	532	12.04
84	32	2	1	20	0	529	0	533	38.22
86	32	2	1	20	0	0	0	357	7.22
87	32	2	1	20	0	0	0	358	9.14
88	32	2	1	20	3	0	0	359	43.18
89	32	2	1	20	0	530	0	534	1.20
90	32	2	1	20	0	0	0	535	12.04
91	32	2	1	20	3	0	0	361	5.02
92	32	2	1	20	0	359	0	362	43.18
93	32	2	1	20	0	0	0	536	1.00
94	32	2	1	20	3	0	0	366	1.00
95	32	2	1	20	0	361	0	364	6.32
97	32	2	1	20	3	0	0	538	1.20
98	32	2	1	20	0	366	0	369	1.00
99	32	2	1	20	0	0	0	367	1.00
100	32	2	1	20	3	0	0	368	1.00
101	32	2	1	20	0	538	0	539	1.00
103	32	2	1	20	3	0	0	370	1.00
104	32	2	1	20	0	368	0	372	1.00
107	32	2	1	20	0	370	0	371	1.00
//-> CLASS_MONK
1	64	0	1	20	4	0	0	578	12.04
4	64	0	1	20	0	0	0	579	614.08
6	64	0	1	20	3	0	0	580	307.04
7	64	0	1	20	3	0	0	581	1.81
8	64	0	1	20	3	0	0	582	1.20
9	64	0	1	20	4	578	0	583	12.04
10	64	0	1	20	0	580	0	584	1.20
11	64	0	1	20	3	581	0	585	1.20
12	64	0	1	20	3	582	0	586	1.20
14	64	0	1	20	3	0	0	587	33.70
15	64	0	1	20	0	585	0	588	1.20
16	64	0	1	20	0	586	0	589	1.20
17	64	0	1	20	0	583	0	590	12.04
18	64	0	1	20	0	587	0	591	1.20
37	64	1	1	20	0	0	0	599	204.69
41	64	1	1	20	3	0	0	551	5.02
42	64	1	1	20	3	0	0	552	5.02
45	64	1	1	20	0	551	0	554	1.20
46	64	1	1	20	0	552	0	555	1.20
51	64	1	1	20	3	0	0	600	54.18
52	64	1	1	20	0	0	0	557	5.02
53	64	1	1	20	0	0	0	558	5.02
54	64	1	1	20	0	0	0	559	5.02
55	64	1	1	20	0	600	0	601	54.18
56	64	1	1	20	0	0	0	560	5.02
73	64	2	1	20	0	0	0	603	327.51
77	64	2	1	20	3	0	0	568	5.02
78	64	2	1	20	3	0	0	569	5.02
81	64	2	1	10	0	568	0	571	1.20
82	64	2	1	20	0	569	0	572	5.02
85	64	2	1	20	0	0	0	573	11.54
86	64	2	1	20	0	0	0	604	7.22
87	64	2	1	20	0	0	0	605	9.14
88	64	2	1	20	3	0	0	606	43.18
90	64	2	1	20	0	0	0	607	5.02
92	64	2	1	20	0	606	0	608	43.18
end
